drug,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
ETOPOSIDE,0.449957,3.3154866999999997,-0.25808907,-6.90888,-2.9419706000000003,-0.7387295,0.69640356,4.4040327,2.2129965,0.34493122,2.9465767999999994,2.0665337999999998,-0.581604,1.4413345,4.2817335,-0.6273972,4.7147055,-2.647869,2.379517,1.1623894,2.2077503,3.2532797,-1.2792768,-1.7212613,2.6042287,1.2739822,0.24263679999999999,2.6051743,-1.8230016,2.5726092,0.8383191999999999,-3.7870673999999998,-2.4717832000000004,-1.0968163,-3.03463,0.07769817,-0.19724204,1.0361794,0.107391074,2.5429892999999995,2.1176145,-1.3530788,0.8408377,-2.9206653,3.1085408,-3.0465183,0.68934375,0.5254404,5.4454975,1.0230033,2.9378428,2.2284744,4.7138834,-2.7368330000000003,-0.6573254,-1.3339658,0.9721129999999999,-2.1952147,0.5009451,3.7067027,1.9735208,-0.9864901,0.23331742,1.6836611000000001,-1.9126316000000003,0.15901369,2.2553914,-6.0107875,4.6214504000000005,1.8599465,2.3704857999999995,1.3862178,-5.014768,-0.3476687,0.21505131,-2.7396933999999997,0.91632736,1.3310221000000002,-2.6506752999999996,-2.7992310000000002,-2.587369,0.07980936,3.2189200000000002,2.5385299999999997,-3.9044602,0.4531779,3.1732574000000002,1.9546546000000002,2.8205667,-5.2889876,0.18735391,-4.8737129999999995,4.361778,-1.9752923999999998,-3.4434876000000005,-0.55729663,0.011741751000000002,-2.2612007000000003,-0.34607604,4.8409853,1.8849661,2.8383380000000002,2.5154278,-1.1826096000000001,-2.2616330000000002,-0.29918808,-0.9924016999999999,-2.4682107,0.16317917,2.1666355,-0.9319314000000001,0.37837932,-1.5847616000000002,-2.1321912,4.8356977,3.4069578999999997,-1.6564518,-3.4466053999999997,-0.31341967,1.2386215,0.96170914,1.8583115000000001,-0.3092793,-5.443973000000001,3.5998747000000004,2.3441813,3.0802996,0.38982874
TEMOZOLOMIDE,0.44866034,-0.16171010000000002,-1.0660194,0.80518764,1.7922993000000003,-0.3772729,-0.8735519,-0.79133725,-1.0440643,0.2401021,-1.2640045,0.75575864,1.6044595,-1.3171027,-1.4722319,0.11225755,-2.6258027999999998,0.34406018,-0.382264,-0.0038270559999999997,0.49603617,-0.046904687,0.72139955,-0.7548438000000001,-0.6795536999999999,-0.5220442,0.9174810999999999,0.113149725,0.9116245000000001,1.7718154,-0.50298715,1.9137495,-0.9587349000000001,-0.41680870000000003,-0.30802584,-0.54740393,-0.77533954,-0.71811634,0.03285625,0.42548100000000005,1.5964018,1.9737393,2.2276492,0.27409870000000003,-1.3772296999999998,0.4391892,0.27870464,0.004294822,0.38312536,1.2494726999999999,1.3435643,-0.18011098,1.4910398999999999,0.6523089,0.30512217,0.15996683,-1.2440773999999999,-0.9754368,0.15962756,-1.6822206000000002,-1.3040999,-1.3266345,0.37721506,0.8958473,-0.7101543,-1.1821392,0.9844378,-0.35847813,0.47344905,-1.022262,-0.525654,-1.448592,0.13897692,1.6100631,-0.9015633,-0.103217125,-0.634705,-0.14066198,0.7904336999999999,0.22098652,-0.14605094,1.8028656000000003,2.8044631,-0.5510919,-1.4230558,1.8206306,-1.9934441999999999,-0.10355070000000001,0.37987283,-0.44506759999999995,-0.4087153,0.12534712,1.0095325000000002,-0.55149376,1.8040105,-0.8038644,0.13234392,-2.5976908,0.40345335,-0.35049585,-1.4736981000000002,-0.12638387,0.71198756,0.98164994,2.1619330000000003,0.9426466999999998,-0.5544617,-1.3058201999999999,0.59515226,-0.52265257,0.07542792,-0.008473054,0.12065457,-0.5582879,-1.6415988999999997,-0.9503499,-0.40753666,0.47690296,0.45001686,-0.27894115,-0.9789285,0.83024204,0.22862044,-0.5854286999999999,-0.6045415,1.001172,-0.6919985,-0.06369914
CARBOPLATIN,-0.5945264,1.3664895000000001,-3.103334,0.8959688,-1.6840578000000002,-0.7590583000000001,1.4522127,-2.2957804,-0.4240487,-0.31648174,-0.7991095,-1.5508423999999998,1.8374951000000002,0.13593288,-3.0578783,-0.57745975,-3.2987937999999994,-0.16408059,0.013706956000000001,-0.80506617,3.4245028,0.9925943000000002,-0.30087295,2.5535419999999998,0.5080435999999999,-0.507488,-0.74508417,-0.44975370000000003,-0.9430190999999999,0.13627583,0.59182554,1.4903362,0.39799842,-0.29165759999999996,-0.7650816999999999,-0.3263486,-0.42063332,-1.9137933999999996,0.15407653,-0.52096677,-2.7667502999999996,1.8318675,-0.8847459000000001,-1.8725201,0.30146540000000005,-0.332525,-0.025769219,1.1719343999999998,-0.19855085,0.008471124,0.2274303,0.93882394,0.9193804,-0.29288220000000004,-0.0010772403,-1.3892784,-0.21902525,-0.8534265999999999,-0.375593,0.14570338,0.58019483,-0.44264319999999996,-1.7354453,2.0467072,-1.4811003999999999,1.0757436000000002,-0.91324407,-1.3261745,0.6766386,1.7623999,-1.8223181,2.6801858,-2.431193,1.4697031999999999,-3.0680485,0.63789904,0.71455795,-0.29223922,0.6104725000000001,0.40777472,-0.80810434,1.4297091999999998,-0.031847373,-0.9392215,0.15241094,0.9572409,0.67056423,0.9104527,1.2269877,-0.0956346,2.052825,0.9068164000000001,0.3923193,-2.5831861000000003,-0.34565246,-0.21632645,1.0614104,-0.14803304,-0.96434855,0.8195033000000002,1.257383,1.8485497,-0.41670024,-0.17270270000000001,0.04235728,-1.7632858,0.72804236,0.70097584,0.61229616,-0.21070506,-0.55910474,-0.35746464,-0.61611485,0.033852965,2.1758938,1.5773262,-0.8863552,1.2723414,-0.5091257,-0.13310933,-0.56113696,-0.40187454,1.2143761,0.63723123,-1.1428789,-0.8098302,0.6971526,0.4306718
DOXORUBICIN,-2.1375662999999996,1.4232208999999998,-2.3652666,3.7382902999999996,2.3245310000000003,0.58765405,-0.8761039,-1.134515,0.45673165,-0.8111698,0.67886716,6.95966,-4.0516872,0.54746133,0.20879117,0.32432124,0.97599417,0.09039093599999999,1.9406177,-5.104188400000001,0.8061906,0.23928978,-0.20325702,1.3189446000000002,0.476049,-2.904213,2.4138339,-3.4387879999999997,1.2910829,0.49416697,-1.4991587,0.29490340000000004,0.43280476,-2.869363,-1.4536239,2.107855,-0.6343663,3.465507,0.16857229,0.9617299000000001,-4.6365905,2.0050776000000003,2.3707306,1.0965381,-0.20830107,-1.2840835,-0.6316253000000001,1.4922565,4.1938653,1.0546106000000002,-0.641726,-1.3303819,3.9005616,-3.7175488,1.8411506000000002,3.0888228,-1.5484387,3.4967812999999994,2.0046988000000003,2.2947655,1.3102227,-4.169224,-4.786633,-1.1647203000000002,0.8337884,-1.1898608999999998,-1.1951358,0.8479011999999999,0.8850053,0.27898920000000005,3.9137989999999996,-4.2763485999999995,6.824640799999999,-2.523042,3.9834726000000003,4.768570400000001,5.1538010000000005,1.2149776,-8.469525,5.816189,-2.1722522,-2.0385451,-0.23647206,0.12747979,0.24013777,0.60849494,-0.57700956,0.980217,0.4280558,-0.20203121,5.0837765,-3.3320762999999998,4.402018,-2.5297213,-0.5049099,2.5403361,-1.3840877,-0.66638935,0.819783,-3.0528274,-3.5146945,2.5342264,4.177474500000001,0.6190426,-2.2909474,-0.17913054,3.0190482000000003,-0.753238,1.0797719,-1.1378282,4.5108504,-2.4707716,0.08863224,-1.5131687,4.142578,0.21456933,0.3583946,0.32552117,-2.318809,1.7376468999999997,3.48494,-3.8502288,-0.48987535,-3.5417788,-4.012972,-3.2803085,1.8955531000000003,-1.0991879
TOPOTECAN,1.7765771000000001,-0.9933708000000001,0.24020216,0.06439744,-2.1859007000000004,-1.0216455,2.6480446,-0.4050654,1.5763661,-2.4406142,0.58371025,5.4460073,-3.8066897000000006,2.0428965,3.1462404999999998,-1.6272354,1.1787506,1.7668282,-3.9821875,0.07955457,1.7100693999999999,-3.2450826,2.1936507,1.7311093000000002,-4.9226294,-2.7757726000000003,-0.37922543,-0.96245056,-0.47269350000000004,-0.93724334,-1.0109484,0.6441931,-3.3296576,2.4588187,2.7034354,1.3138711,1.485187,-3.9510405,-0.04997678,2.7392547,-0.9478141999999999,-0.18305147,-1.0265806,-0.71554554,2.0520813,-0.78258955,0.86140007,-2.158625,3.2503371,0.29602498,0.13083605,-2.3887172000000003,-0.86830103,0.94066817,3.1091075,4.307421,-0.19501907,-5.594599,-3.900785,-3.8873300000000004,-0.12671465,-2.509077,-3.076228,2.231585,-0.81428516,-1.2174302,1.1591365,-0.26806375,1.9058123,2.2712774,0.3818249,-0.12474908,1.2682883,-2.6904237,2.2112842,1.2155572000000001,0.71019125,1.7720938999999998,1.7970370999999998,-2.1760652,-1.6012336999999999,0.61578244,2.0810044,0.22205025,0.55329937,2.8135931,1.2903986,-2.4235860000000002,1.7275813000000002,-0.94491816,2.5656703,-1.931705,2.1706166000000002,0.2928133,-1.220443,-3.3277468999999997,-2.2773657000000003,0.38208437,-3.0688313999999997,-1.1929273999999999,-0.90974516,0.8613536,2.7552097,-2.347259,0.11165287,3.7787599999999997,0.16936219,0.4855973,2.9376662000000002,-3.3869267,-1.3608193000000002,-2.3791316000000005,2.519234,-3.587268,-2.1695666,0.12439513,2.3544869999999998,-0.44154987,2.2594682999999995,1.3858968,-0.30626467,-2.7657392000000005,2.9378033,-1.4420705,-5.5329180000000004,-0.2654654,0.44777307,-3.751704
PACLITAXEL,0.43624473,-2.8610404,-1.3533546,-1.1558264,-1.1569395,-0.9370089,4.151064,2.0667727,1.2349842,-2.9656818,-5.3901962999999995,8.6419325,0.6325021,-0.42396265,1.9930006999999998,5.0438995,-2.2482,2.25217,1.3936429,3.2682045,0.8057814,-0.060918435,4.5721292,0.23949865,-0.014590576000000001,-2.2871704,-4.4770904,4.502961599999999,1.6900294999999999,4.3445415,3.1441512,-0.5949218000000001,0.778227,-1.3451794,-5.4422994000000005,-3.075468,-1.0655084,1.0982518000000001,4.8621836,-3.5144567,0.6572380999999999,-1.5565367,2.0303192,-7.749925,0.9652244000000001,1.0669476,3.1773990000000003,-1.5848262,-2.800534,-2.1418726,-5.4749947,0.89714533,1.1686336000000002,-0.05105748,3.1974092,-2.987034,-1.266646,-3.0823720000000003,0.6181072,3.2044474999999997,-2.6175718,-2.2155397,-2.0309183999999996,0.71016145,-1.3052688000000001,3.4537117,-1.1100309,-4.558186,-1.681878,-1.1945673,0.2801156,-1.6062573,-5.9511957,-4.1747346,5.567557,3.517979,5.601507700000001,-0.14067838,1.1967973,0.02482251,-4.0513086000000005,0.66786903,-0.19243725,-2.8091738,-1.4693747,-2.2943528,0.992078,-0.042619035,3.8010366,-2.2923195,7.492808999999999,-6.081772,-0.07649793,0.13560393,-0.8603936,2.5167262999999997,-1.6805835999999998,4.276537,2.3584847,2.6839542,5.0661016,-1.4069829,0.7660201999999999,3.8852349999999998,-0.9751909,-1.3061612,-4.062949,-1.2931223,0.41008538,-0.2129192,-1.0455722,-2.3717349,-5.344708,2.6032702999999997,-3.1243644,3.2799578,2.7263412000000002,-4.357837,-1.3678643,-1.3924041,-3.3312945,-5.2580485,-0.31965540000000003,3.059746,0.118095025,-3.5101120000000003,0.7438347,-2.8090808
DEXAMETHASONE,-2.7835798,2.2602759999999997,-3.0333693,0.10121186,-2.1665172999999998,-0.41148984,4.044405,1.8528376,-1.9569082999999998,0.20999804,0.5813716999999999,-1.0815132,-4.637511,-0.26648128,-0.24838653,3.9559032999999997,-2.5547824,1.6222188,2.4743392,1.9707153999999998,1.8615023000000002,-3.2402062000000003,-1.150724,0.75966954,1.1292111,0.32952526,-1.4410526000000001,-3.4381633000000003,0.45354208,-4.405951,3.3098724,-1.4162757,0.21530786,4.3125057,0.39393735,-0.86753434,0.81793106,0.16781999,1.2714537000000001,-0.9898386,0.22141576,-0.49955767,-5.284247,-0.29234517,-1.4739966,1.9092141,1.3328044,2.5393653,1.5146444,2.1743257000000002,-1.9866743999999998,-0.20134339,1.3749176,-1.5264939,3.8809254,-0.14739488,-0.8998564,2.7949514,-0.6427421999999999,-7.1966977,0.59182113,-2.2387147,1.3322063999999998,2.3701195999999998,1.8603253,3.6357498,2.0710718999999997,-2.7733022999999997,1.7264799,0.30423167,1.5362046,-4.6862597,2.8916779,-1.5165365,0.38109192,1.1945108,2.5835592999999997,0.6858655,-3.917975,3.5036737999999996,1.4090884,3.399113,-0.07266383,-2.8396149,-0.39837209999999995,-3.06625,-1.7740023,-1.4802688,-1.797666,-0.12413056,0.81352115,-2.083333,2.5419815,-2.5151982000000004,3.7466445,6.180212,5.272976,-1.9560623,0.53893393,4.5296187,-1.8240383000000002,3.0219984,-0.10492006,1.0616313999999998,0.5242157000000001,-0.23720856,3.3290300000000004,-0.2727102,-1.8911188,1.4806204,3.5625415,0.17649728,0.54597336,-7.513502000000001,1.144609,2.594675,-1.5868927,2.5990229,0.15146908,0.6767922,0.23306507,-0.51303893,-2.4627673999999997,-0.8657476999999999,-0.21939798,-4.211536,0.026455298,-1.6162053
DASATINIB,-1.9605887999999998,-0.9998765,1.6607484000000001,2.1387415,-0.9637296000000001,2.5740254,1.4069539,0.7404179,-1.2795587,-2.2477498,2.2133768,-1.641468,-1.2177975,1.1481327,2.2056725,3.5918214,2.7937369999999997,0.7508699999999999,0.22138442,-4.4983225,-2.2478792999999997,0.47498804,0.62225014,-0.22538254,-1.9690078000000002,0.2485446,0.31730187,1.1894399,-1.4773034999999999,-1.9524602999999998,1.3718541000000002,0.41895857,-1.2335283000000001,1.2260833999999998,-0.7065045999999999,0.10830686,1.1253686999999999,0.34219325,-0.39131498,-0.9221168,0.97064346,0.08013976,2.7843150000000003,-0.9224431999999999,0.49347820000000003,0.67169154,2.0824358,0.2801619,0.21529065,-1.8959626,3.8716412000000004,0.5235280999999999,-2.4566545,-0.740658,0.15983708,-1.2307336000000002,-0.48809916,-1.4737756000000002,0.20567378,-3.4941232,1.0514268,2.6509812000000004,-1.4254055,0.010422534,-0.21032988,0.9705748,1.2822403999999998,-2.063822,-0.5640261999999999,-0.7113946999999999,-1.8644730999999999,-2.4726209999999997,-2.7870642999999995,0.79147816,2.7357147,-0.28421324,1.7885084999999998,-1.6377774,-1.7648959,-1.7493138,0.94544506,-2.6519343999999996,3.7329736000000002,0.9792832,-1.3443326,2.4310615,-1.5461873,-0.1079569,0.60129035,0.6609359,1.4626335,-2.8511387999999998,-0.73218846,-0.87327737,-0.9689075,-0.16558734,-0.15776871,0.7547176,2.6968335999999997,-2.0629096000000002,1.4302576,-2.6134652999999997,1.8433683999999997,0.7033514,-3.2419164,5.5185413,-1.1755643,-0.07058918,1.8350002,-2.5932672,0.81987494,-1.8630563000000002,2.326212,0.88848525,-1.2163538,2.7610915,-0.5277828,3.1365502,0.46801144,0.10596707,0.26234022,0.69280005,-3.2310474,1.3015244,-0.74649185,2.1626608,1.2956889,3.8159566
LAPATINIB,-0.6637645000000001,-2.389267,2.3488157000000003,-0.90623164,-3.4208767,-1.2827928,1.2586583999999998,2.4199584,0.87355244,-1.5028104,-0.055107072,-3.8816013,-0.9742206,0.27753887,3.7615627999999997,-0.9564859,-0.52652746,-1.4181503999999998,-1.2281704,1.0143720999999999,-1.7083788,-1.8851823,-0.7099732,0.8221759,-4.806074,-0.28598797,-0.63099587,1.8490936999999998,-0.47602466,-0.7128345,-3.4933472,-0.76019347,0.7098966999999999,3.5004497000000003,0.36015967,2.913416,-0.8585693000000001,-1.4908389,-1.1713004999999999,-0.56642216,-2.7874212000000003,1.8408567,1.0860028,1.6094552,0.5231264,2.1093676,0.84688705,-0.80523825,2.8832400000000002,-0.9431765,2.0636742,-1.2352139,1.6060212999999999,0.65526015,-0.29848513,-1.4873678999999997,1.1636928,-2.6056008,-0.48496205,-3.7458556000000005,-2.09911,0.43716759999999993,-2.9430923,-4.2699914,-0.85713655,1.6828831000000002,0.29454297,-2.8657174,1.9540968999999997,1.3374816999999999,0.9257748,0.22239278,0.992483,1.5320897,-0.86145705,0.073457405,-0.09317975,2.4842715,1.2938378000000001,1.4904295,-2.1242204,0.3357895,-0.9279263000000001,-2.0286689,-2.1322765,1.8923182,0.40765142,-0.8306020000000001,-4.353753,-0.52512693,1.6092582,0.81875885,1.4385883999999998,-0.7890857,1.4952482,-1.4585185,0.16979638,0.3422702,2.499893,-3.9237102999999998,2.9542618,0.2222951,-3.4450762000000004,-0.14221199,-1.7943449,0.9079889000000001,-0.656788,3.220775,-1.5729315000000001,-2.9347775,-1.6909041,-0.74949455,1.5357785,-2.277288,-0.28998935,0.50356054,-3.1803875,-5.3493585999999995,-2.4453266,1.6397494,0.30148270000000005,0.9563825999999999,-0.11665034,0.56981516,-4.4276137,-4.3567266,1.6371177,2.8055167
SUNITINIB,0.64222974,-0.79091054,1.1257361000000001,-0.033977345,3.3285284,-0.69850755,2.2483659,-1.8903998,-1.4377444,-1.029799,0.14500591,-1.2320943000000002,-3.5255272000000004,2.9445498,-1.9637778000000001,-0.04445555,-0.26134282,0.7870654,0.6966691999999999,1.0466069,-3.129745,3.0691004,-1.9911671000000002,1.3094127,-3.4055120000000003,1.9028666,-2.363568,2.5956936,-4.0410857,-2.6834995999999998,-0.19105527,3.2004652,-2.6054133999999998,1.8642902,1.5803133,-2.6028125,0.17495292,3.1774485,-2.153693,2.9386634999999997,-0.34581554,-1.1184374,1.8108422999999998,-2.4816012,-1.0531583,3.7851660000000003,0.24567388,2.2889836,-1.6007248,2.2860825,0.7239544,-3.8988737999999996,1.6688104,-0.40461627,4.850889,-3.4851644,0.04662905,-4.672659400000001,-3.7793927000000003,-1.8864042,3.1928732,-0.6882060999999999,-2.7892501,-1.0962831,-0.16267315,-0.094487876,-0.95630807,-2.2846167,-1.9954261999999998,-6.091729,-0.9508655999999999,1.1509691,0.47519034,1.0420761,-0.9186594000000001,0.90683204,1.3207339,0.63413906,-0.7563354,3.6257269999999995,0.7344299,-1.1668129999999999,-1.5698006000000002,-0.53725785,-5.5101905,-2.047614,-1.3404341999999998,-5.850218,2.4283197,-0.38506576,0.06447871,-2.1183002,-1.9913156000000003,2.4798622000000003,0.35901479999999997,-1.2868434,-0.2640058,-1.1849827,0.7114064,0.99804723,-3.627388,1.4762559,-1.4422877,-4.444717,-3.0600433,3.3315508,3.3033237,2.6024635,-2.534034,-2.8949627999999996,1.9845941999999999,-2.719375,0.42765096,-4.528551,-0.38165229999999994,0.78362006,1.0460343,-5.691595599999999,-0.98653877,0.59752494,4.116809,0.4125014,-0.5264247,-0.8624364,-0.12387395,1.9626759999999999,-3.5824947,2.9593722999999996
GELDANAMYCIN,0.5732678000000001,-2.0038323,0.17955017,-2.208984,-1.6325983999999998,2.6477802,-1.5290209,-4.9791303,-2.5850572999999994,5.8718443,-1.1954392,3.2021449,-7.115778,-6.2472615,-3.6395106,0.08375368,1.9494033,-2.8790617000000003,2.7935022999999997,2.0882110000000003,-1.2369881999999999,3.5124372999999998,2.536419,1.8148848999999998,-1.6325798,-0.5403333,-1.1351913,0.17280167,0.882192,6.119830599999999,7.7690945000000005,0.67500675,-2.1383900000000002,1.3743226999999998,-0.63936424,1.0358185,0.62552816,1.2440525,3.6334245000000003,-0.8576502,1.7495841,-0.92265594,-3.8008373,5.1898394,-3.067542,1.9299693,0.8537116,1.886122,4.4361167,3.3315256,0.97813624,-1.9973158,0.08303991,1.3541096000000001,2.2063092999999996,1.2681133,3.3499339,4.782357,-2.0897367,-0.11830466,-2.5336282000000003,1.410879,-1.7695662,0.5752343000000001,2.6349936,-6.552298,-2.35215,-1.2188171,5.420473,-2.0074810000000003,2.4744155,-0.033800505,3.0496738,-0.13730502,-0.6606141999999999,3.6605108,1.3625903999999998,3.4717593,2.9161463,-2.6776142000000003,-0.89512485,0.5827699000000001,2.8759772999999997,2.1635098,-1.3134798,0.9298751000000001,0.9583461,-4.589761,0.4785928,-2.5007770000000002,4.5513069999999995,-4.9328547,3.2199259999999996,0.33842459999999996,2.903241,-2.114329,-2.452706,-1.6987314999999998,2.29009,-4.17411,5.552482,-1.1786594,2.5945027,2.9422405,-0.83549356,0.6500023,2.7534022,2.516427,0.66431576,-0.4055143,-1.9186163,-3.2041254,-0.70237744,-2.1646774,-0.66819495,-2.0316043,-0.30467167,-2.5015872000000003,3.0199127,-2.0374393,4.2935550000000005,1.853329,3.1644167999999997,-1.0820825,1.1228063999999998,-4.1619678,0.41473866,-3.8740087
ZOLINZA,-0.23779970000000003,1.6261587,0.24992743,2.0728948,-0.89102155,0.171586,-1.3459246,-1.1276431,0.8510021000000001,-2.9999697,1.0954905000000001,-0.9120845,0.84159696,0.8969961999999999,-0.5261511999999999,0.3532489,-0.40402186,-2.9705703,1.9721054,-1.3417323,0.5062322,0.58263284,1.0885344,1.6430346999999998,-0.8445883,0.37280238,0.42217174,-2.0589025000000003,-1.9369956999999998,2.776614,1.2544144,-0.38403930000000003,0.21672481,-0.86520046,-1.6326635,0.7327142,0.7462407,-0.6771050000000001,-2.1561158,-0.29887888,-0.113730304,-0.80165505,1.7089431000000002,0.9804539000000001,1.5442352,0.7256809000000001,-1.1122863,0.9924911,-3.1888330000000003,0.96809053,0.40640667,1.7160449,-0.40911433,1.5821453,0.5150726,1.8202578999999999,0.75165004,1.8997228,-0.2673753,1.2854594,-0.94480854,0.60643417,0.60346085,2.222827,1.061991,1.4586924,-0.6918575,-0.55523574,1.9043456000000003,0.56672966,0.6561286999999999,-1.4235531000000001,-1.905357,-0.9264174000000001,-1.5200209999999998,1.0442488,-1.2080132,-2.9221914,-0.10436323,1.7333729,-0.6217636,1.7926269000000001,0.27956873,-1.6518796999999998,1.2823248999999999,-0.28573272,0.8555049000000001,2.5411634,1.2175152,-0.06077721,0.463376,-1.2370548000000001,-1.7698619,1.7807084,-1.5094141,1.1455001,-1.2473301,0.72444296,-0.4756972,-0.8665655000000001,-0.34788138,-0.71564656,-1.9508376,-1.992329,-0.040825665,-1.6568801,-0.51060176,-0.65868634,-0.45196655,0.10945726,-1.2695478,0.8072038,-0.44813508,-2.504819,-2.438416,-0.3332923,0.5776650999999999,-0.30394790000000005,0.40204559999999995,1.661573,-0.5633844,-0.8004071,-2.720903,1.1390513,-1.2422764,-0.35210788,0.58085936,-0.85976344
SN-38,0.12987909,0.17099656,0.50474393,0.7293899,-3.444068,-0.7265111999999999,2.6492853,0.8821945,2.133542,-2.9390384999999997,-0.07944468,4.7384386,-1.1050142,1.4749264,2.3631287,-2.0112808,1.5047475000000001,2.4694479,-2.829057,-0.14357287,1.5645969,-2.62112,2.844161,1.422695,-5.3155684,-2.3037915,0.5620284000000001,0.027410515,-1.3991333000000001,-2.6129072,-0.6510592,1.1116671999999999,-2.7091122000000003,2.3100755,1.7218653999999998,0.64638424,1.7133113000000002,-1.8674262,1.7322974999999998,3.7403793,-0.73828316,-1.0710728,-1.8523633000000002,0.082606874,0.813303,-0.5130049,0.9800517,-1.740435,1.1416216000000001,0.1550542,-0.036073662,-3.5366687999999993,1.0775398,0.54792804,4.768389,4.551727,1.3222003999999998,-3.1320330000000003,-3.3707767,-2.2782257,-0.21549675,-4.131872,-4.208105000000001,0.40830687,0.120869294,0.20220277,2.6455407,0.13033818,1.3591243,2.6633223999999998,-2.1428056,1.8983848,-0.41217476,-0.9031017,4.387430999999999,0.23809905,2.4344037,0.97319716,1.3501132,-1.8962818,-1.3726124,-0.1079646,2.2721906,-1.3251201000000001,0.6208387,1.5353405,2.4719884,-1.3959669,2.0668173,-1.1712605,3.6233449999999996,-1.0867871999999998,0.90898323,0.5229866,-1.4212703000000002,-3.6016936,-1.5724652,0.74921155,-1.9750516,-0.5564281999999999,-3.3569076,1.3503741000000002,4.917312,-0.46767777,0.26531082,3.6293687999999995,-0.93345225,0.448955,1.9449214,-4.7889667000000005,-2.7460892000000006,-2.2865546,1.4890774,-3.7128654,-0.24066198,2.1659997000000004,2.5386927000000004,1.914382,2.9780382999999997,1.3922943,0.6016965999999999,-1.2661476,3.3043032,-2.1221327999999997,-4.8491087,-1.4913367,0.70145065,-4.450849
